Month,OrdinalDate,WaterTemperature,Conductivity,EmbryoMidlineLength,MembraneAverage,MembraneStandardDeviation,MembraneCoefficientOfVariation,PerivittelineSpaceIndex,EmbryoAverage,EmbryoStandardDeviation,EmbryoCoefficientOfVariation,EggStage,DefinableEmbryo,PigmentPresence,DebrisAdhesion,DeflatedMembrane,Common.name,Family,Genus,Species,Common.name.IC,Family.IC,Genus.IC,Species.IC
6,156,24.2,582,0,1.2380855,0.011740169,0.009482519,0.819130161,1.014153175,0.048102133,0.047430836,5,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
5,131,20,668,0,1.48725125,0.009627046,0.006473046,0.852001133,1.26713975,0.139162587,0.109824183,4,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
7,209,24.7,504,0,1.51386025,0.010889873,0.007193446,0.791274822,1.1978795,0.15250136,0.127309433,5,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
6,172,25.2,367,0,1.58688225,0.030170498,0.019012437,0.686035306,1.08865725,0.039716043,0.036481678,4,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
6,172,25.2,367,0,1.47951525,0.026901717,0.018182791,0.728321658,1.077563,0.060752229,0.056379283,5,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
8,228,24,289,0,1.4106445,0.063542152,0.045044766,0.721559383,1.017863775,0.030670905,0.030132623,6,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
5,131,20,668,0,1.6180605,0.011865093,0.007332911,0.794920678,1.28622975,0.046405029,0.036078336,4,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
6,172,25.2,367,0,1.4493385,0.01738996,0.01199855,0.673541481,0.9761896,0.008630971,0.00884149,4,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
7,210,25.4,480,1.74764,1.29418025,0.029160664,0.02253215,0.974448304,1.26111175,0.026029498,0.02064012,7,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
7,201,24.6,468,2.246,1.51874625,0.117329077,0.077253904,0.757732241,1.150803,0.037768444,0.032819209,7,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
7,212,24.5,550,0,1.47232425,0.025932925,0.017613596,0.798667651,1.17589775,0.149511589,0.12714676,5,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
7,209,24.7,504,0,1.2191065,0.074606756,0.061197899,0.882078596,1.07534775,0.02721445,0.025307581,4,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
7,191,23.7,460,0,1.47590175,0.035374442,0.023968019,0.766019994,1.13057025,0.121718732,0.107661362,4,Y,N,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
8,219,25.8,496,0,1.30441875,0.012377511,0.009488909,0.852718308,1.11230175,0.065741829,0.059104312,6,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
7,209,24.7,504,0,1.48823075,0.007998797,0.005374702,0.740162438,1.1015325,0.052032131,0.047236129,5,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
6,156,24.1,489,1.885784,1.27984,0.092297361,0.072116328,0.899894831,1.1517214,0.129188774,0.11217016,7,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
6,162,25,341,0,1.5452305,0.033415771,0.021625104,0.61361538,0.9481772,0.053085649,0.055987055,4,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
5,148,23.4,465,0,1.669265,0.032243807,0.01931617,0.705814385,1.17819125,0.027055949,0.02296397,5,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
6,172,25.2,367,0,1.49687425,0.010013258,0.006689445,0.719281346,1.076673725,0.102248326,0.094966863,5,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
8,218,26.8,474,0,1.51419025,0.022599062,0.01492485,0.809307318,1.22544525,0.127279866,0.10386418,5,Y,N,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
6,171,28.3,510,2.302912,1.396636,0.016031244,0.01147847,0.814520569,1.13758875,0.032032682,0.028158403,7,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
5,147,19.9,328,0,1.63895025,0.012202409,0.007445259,0.714975485,1.17180925,0.116452518,0.099378391,6,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
7,201,24.6,468,2.167444,1.4681835,0.023918007,0.016290884,0.682229571,1.0016382,0.024284927,0.024245208,7,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
7,210,25.4,480,2.575046,1.4108665,0.03798749,0.026924936,0.838027907,1.1823455,0.040444573,0.034207068,7,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
6,156,24.2,558,1.958578,1.364804,0.013857932,0.010153789,0.914923498,1.24869125,0.072937205,0.05841092,7,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
6,156,24.1,489,0,1.413643,0.013378668,0.009463965,0.754013743,1.06590625,0.072090342,0.067632911,6,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
6,172,25.2,367,0,1.3777015,0.016184108,0.01174718,0.750260216,1.033634625,0.053761943,0.052012521,5,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
7,209,24.7,522,0,1.3924115,0.021132162,0.015176664,0.719967265,1.0024907,0.060590247,0.06043971,5,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
6,156,25.3,582,0,1.39664575,0.065119333,0.046625519,0.815982596,1.139638625,0.123678944,0.108524704,6,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
6,156,24.2,582,0,1.28478725,0.015687602,0.012210273,0.836074416,1.07417775,0.05302894,0.049367007,5,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
7,201,24.7,476,2.200524,1.537678,0.02476068,0.016102643,0.66773663,1.026763925,0.098939051,0.096360077,7,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
7,202,24.8,479,2.280394,1.50025675,0.032668348,0.021775171,0.728766759,1.09333725,0.07445882,0.068102335,7,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
7,209,24.7,522,0,1.38951375,0.027915006,0.020089766,0.838544599,1.16516925,0.083942605,0.072043272,5,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
6,172,25.2,367,0,1.4442985,0.008534409,0.005909034,0.692089482,0.9995838,0.051879908,0.051901509,6,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
8,218,26.8,474,2.458886,1.222783,0.106488199,0.087086751,0.807236525,0.9870751,0.068944975,0.06984775,7,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
8,219,25.8,489,0,1.55325775,0.046258743,0.029781756,0.675600411,1.049381575,0.080072694,0.07630465,5,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
5,147,23.3,494,0,1.4882265,0.047449044,0.031882945,0.813726103,1.21100875,0.095625321,0.078963361,5,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
7,212,24.5,550,0,1.3470965,0.00116996,0.000868505,0.916615105,1.234769,0.0642518,0.052035482,5,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
7,210,25.4,480,2.316471,1.4188125,0.034259394,0.024146527,0.86087397,1.22141875,0.047898449,0.039215419,7,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
7,212,24.5,550,0,1.37970175,0.080379195,0.058258385,0.821245787,1.13307425,0.162060212,0.143027002,5,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
7,209,24.2,472,0,1.62684075,0.021724766,0.01335396,0.692018411,1.12580375,0.034758066,0.030874001,5,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
6,172,24.9,373,0,1.57945675,0.020410798,0.01292267,0.743442009,1.1742345,0.093857015,0.079930384,6,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
5,131,20,668,0,1.564337,0.042379302,0.027090903,0.729592313,1.14132825,0.122891931,0.107674484,3,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
6,172,24.9,373,0,1.44456975,0.024203475,0.016754798,0.740657383,1.06993125,0.04161152,0.03889177,4,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
6,172,24.9,373,0,1.66425075,0.007408541,0.004451578,0.698287503,1.1621255,0.039343438,0.033854724,4,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
6,172,24.9,373,0,1.5539705,0.012542657,0.008071361,0.65724108,1.02133325,0.019425742,0.019019984,4,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
6,172,24.9,373,0,1.73967425,0.00532424,0.003060481,0.658823627,1.1461385,0.072520276,0.063273571,5,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
6,172,24.9,373,0,1.49433775,0.020248571,0.013550197,0.761223358,1.1375248,0.046154577,0.040574568,5,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
6,172,24.9,373,0,1.51505475,0.027093975,0.017883166,0.757303424,1.14735615,0.196140055,0.170949583,1,Y,N,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
6,172,24.9,373,0,1.65639825,0.020095964,0.012132326,0.774202702,1.282388,0.12696884,0.099009691,6,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
6,156,24.2,582,0,1.34973475,0.018014395,0.013346619,0.795163087,1.07325925,0.025104227,0.023390646,5,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
6,172,24.9,373,0,1.6085765,0.0243634,0.015145938,0.637316752,1.02517275,0.060086982,0.058611568,4,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
6,172,25.1,340,0,1.60820425,0.03141944,0.019536971,0.732303888,1.177694225,0.165677829,0.140679835,4,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
6,172,24.9,373,0,1.552485,0.008628585,0.005557918,0.751237854,1.1662855,0.119366205,0.102347328,4,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
6,172,24.9,373,0,1.533844,0.023826492,0.015533843,0.766502004,1.1756945,0.113363121,0.09642226,4,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
6,172,24.9,373,0,1.48673925,0.018305094,0.012312242,0.648233744,0.96375455,0.095148764,0.098727175,4,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
6,172,24.9,373,0,1.473001,0.02576795,0.017493505,0.773363188,1.13916475,0.111082744,0.097512449,4,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
6,172,24.9,373,0,1.42128075,0.173810617,0.122291544,0.829596123,1.179089,0.058381286,0.049513893,4,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
6,172,24.9,373,0,1.56438125,0.033534,0.021435951,0.706502171,1.10523875,0.064145509,0.058037695,4,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
6,172,24.9,373,0,1.441505,0.006327772,0.004389699,0.7296256,1.05175895,0.049049984,0.046636146,6,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
6,172,24.9,373,0,1.68285475,0.096902537,0.057582235,0.618089306,1.040154525,0.051344692,0.049362562,5,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
7,201,24.7,476,0,1.31482625,0.016968766,0.01290571,0.856548917,1.126213,0.028605665,0.025399872,5,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
6,172,24.9,373,0,1.53677225,0.03001004,0.019527969,0.643221011,0.9884842,0.091209504,0.092272091,6,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
6,172,24.9,373,0,1.55066705,0.0151823,0.009790819,0.69371802,1.075725675,0.096961698,0.090136083,4,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
6,172,24.9,373,0,1.54789875,0.006096005,0.003938246,0.763777928,1.1822509,0.209794496,0.177453446,5,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
6,172,24.9,373,0,1.56496725,0.018695157,0.011946037,0.727732114,1.138876925,0.095441104,0.083802825,4,Y,N,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
6,172,24.9,373,0,1.4806975,0.012443882,0.008404068,0.781735635,1.157514,0.061444848,0.05308346,4,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
7,201,24.7,476,2.04584,1.494204,0.014544834,0.009734169,0.801278641,1.19727375,0.050013369,0.04177271,7,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
7,201,24.7,476,2.33817,1.45389075,0.021976197,0.015115439,0.849194841,1.234636525,0.123561243,0.100079044,7,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
6,171,25.7,347,2.415624,1.33709275,0.003382625,0.002529836,0.796130635,1.0645005,0.041786674,0.039254724,7,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
7,201,24.7,476,1.971624,1.468462,0.02867453,0.019526913,0.78781184,1.15687175,0.177918828,0.153793044,7,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
7,201,24.7,476,0,1.4532655,0.035567762,0.024474373,0.795030743,1.15539075,0.049287447,0.042658682,6,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
6,172,24.9,373,0,1.16015,0.02517075,0.021696117,0.872136642,1.011809325,0.103803238,0.102591699,5,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
6,161,24.9,363,1.46216,1.51721825,0.025248964,0.016641616,0.760908492,1.15446425,0.061172208,0.052987529,7,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
5,151,19.4,568,0,1.62652275,0.022985884,0.014131917,0.707761696,1.1511905,0.03168074,0.027519981,4,Y,N,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
5,151,19.4,568,0,1.57682225,0.014649737,0.009290671,0.745250233,1.17512715,0.148643262,0.126491216,4,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
5,143,19.5,425,0,1.60708,0.029216476,0.018179852,0.860012414,1.38210875,0.092216175,0.06672136,4,Y,N,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
7,192,24.6,468,0,1.20651725,0.011326922,0.009388114,0.907424448,1.09482325,0.045703198,0.041744819,4,Y,N,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
7,201,24.6,468,2.191479,1.3735115,0.028244028,0.020563372,0.827519828,1.136608,0.124576875,0.109604081,7,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
6,161,24.9,363,2.61589,1.568782,0.019885289,0.012675623,0.750713611,1.177706,0.156365957,0.13277164,7,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
6,171,25.7,347,1.796181,1.37685025,0.034804106,0.025278062,0.972428919,1.338889,0.110439663,0.082486049,7,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
5,147,24.1,438,0,1.58091875,0.021948597,0.013883444,0.798540248,1.26242725,0.050881922,0.040304835,6,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
6,161,24.8,633,0,1.57270875,0.004210813,0.002677427,0.660112688,1.038165,0.035506881,0.034201578,4,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
5,151,18.7,661,0,1.41710425,0.0594587,0.041957887,0.898618433,1.273436,0.101398102,0.079625597,4,Y,N,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
5,151,18.7,661,0,1.4679295,0.123763986,0.084311941,0.858701797,1.2605137,0.20692625,0.164160254,4,Y,N,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
7,209,24.7,504,0,1.32596175,0.01598242,0.012053455,0.899743149,1.193025,0.084876425,0.071143878,4,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
6,172,25.2,367,0,1.4288725,0.013322647,0.009323888,0.729853083,1.042867,0.045306611,0.043444285,5,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
6,172,25.2,367,0,1.6334775,0.009161993,0.005608888,0.755881088,1.23471475,0.107763593,0.087278129,5,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
7,212,26.2,454,0,1.4509785,0.023245271,0.016020411,0.690423221,1.00178925,0.018962167,0.0189283,4,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
7,209,24.7,504,0,1.53863925,0.013374531,0.008692441,0.774028253,1.19095025,0.038651694,0.0324545,3,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
7,209,24.7,504,0,1.41000225,0.021020064,0.014907823,0.734065141,1.0350335,0.054605184,0.052756924,5,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
6,181,23.8,470,0,1.5386235,0.018571549,0.012070236,0.722495058,1.111647875,0.148821485,0.133874664,4,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
6,173,24.9,500,0,1.642746,0.014343609,0.008731483,0.652038112,1.071133,0.04161489,0.038851281,4,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
7,192,24.5,481,0,1.29653875,0.030869223,0.023808947,0.918460979,1.19082025,0.016820074,0.01412478,4,Y,N,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
5,147,20.7,307,2.012404,1.59339475,0.015323727,0.009617031,0.82385611,1.312728,0.067056199,0.051081564,7,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
8,219,25.8,489,0,1.4888645,0.025675082,0.01724474,0.706723144,1.052215,0.017012673,0.016168438,5,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
5,147,20.7,307,1.831496,1.530887,0.051361037,0.033549855,0.893614127,1.36802225,0.134915944,0.098621162,7,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
6,163,22.3,500,0,1.42081825,0.023827724,0.016770423,0.816940344,1.16072375,0.08621834,0.074279811,4,Y,Y,N,N,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
